網律	[名詞]	国家の役割の規定と市民の権利の規定が同一文書に入るような憲法
網墨	[名詞]	ビットマップ
網墨倉字	[名詞]	ビットマップフォント
魚網	[名詞]	漁網
馬	[名詞]	馬、(セッカイクの)馬
馬虎之別	[名詞]	知る人ぞ知る、分かる人には分かる
馬虎之別		燐字を知っている者は <span class="inline-linzklar">馬</span>【馬】と <span class="inline-linzklar">虎</span>【虎】の字を容易に区別できることから、慣れていれば区別ができるが、不慣れな者には区別が難しいようなことを表す。
馬弓兵	[名詞]	(特にヴェフィスの)騎馬兵、(セッカイクの役)馬弓兵
車馬	[名詞]	クティヤ（行政区画名）
層	[名詞]	層、(建物の)階
層	[助数詞]	～階
層	[接頭辞]	重なった
層	[動詞]	(掛け算を唱えるときの)掛ける
層	我囲在於四層	私の部屋は4階にある。
層	二層三此六	2×3=6
層積	[動詞]	(ブロックなどを)積み重ねる
層付	[動詞]	(紙などを)重ねる、重ね合わせる
層術	[名詞]	掛け算
棚	[名詞]	棚	
棚絵	[名詞]	表(ひょう)、テーブル
書棚	[名詞]	本棚
豆	[名詞]	(さやに実る)豆
豆		コーヒーなどは <span class="inline-linzklar">種</span>【種】。
地豊豆	[名詞]	落花生、ピーナッツ
豆覆	[名詞]	コッコ（地名）
直	[名詞]	定規
直	[名詞]	規則、規範
直	[状態動詞]	真っすぐだ、まともだ
直豊	[人名]	ヨコ（人名）
値直	[名詞]	(セッカイクの)得点板、点尺
謝	[動詞]	謝る、謝罪する、詫びる
謝石	[状態動詞]	慇懃だ、高貴だが威張らない
清王謝石	[成句]	（リン王が、石につまづいて転んだ際に、自分の身を気にかけるのでなく自身が蹴った石に謝罪したという逸話から）高貴だが威張らない様子。
正		
正清	[状態動詞]	整っている、きちんとしている
