軸山	[名詞]	ラツォ（アイル共和国の中央に位置する山）
皇山	[名詞]	（セッカイクの）中央の緑マス
東山集	[名詞]	パシルシャリヤ郡（アイル共和国の郡名）
閉	[動詞]	閉じる、閉める	
閉囲	[名詞]	密室、閉めきった部屋
閉門	[動詞]	閉じる、(閉店時刻に達して)閉店する
閉机戦	[名詞]	ボードゲームの一種
満	[動詞]	満たす、満ちる、蔓延る
満	天光激之満	そろそろ夜明けだ。
満	王冠之光満全族	王冠の光が全民族に満ちる。
口満	[動詞]	食事をして腹を満たす
家	[場所詞]	家
家名	[名詞]	名字、姓
立家	[離合詞]	家を建てる
倉家	[名詞]	倉庫
鳥家	[名詞]	鳥の巣
黒家	[名詞]	フォㇰムㇳ、ウォㇰムㇳ（人名）
学家	[名詞]	校舎
生術家	[名詞]	工場
倉	[名詞]	コンピュータ
倉	[名詞]	倉庫
倉家	[名詞]	倉庫
倉字	[名詞]	フォント、コンピューターフォント
倉術人	[名詞]	コンピューター技術者
銭倉	[名詞]	銀行
言倉	[名詞]	辞書
骨軸倉字	[名詞]	丸ゴシック調のフォント
網墨倉字	[名詞]	ビットマップフォント
覆	[動詞]	覆う
覆	油覆此鳥	この鳥は油に覆われている。
豆覆	[名詞]	コッコ（地名）
闇	[状態動詞]	暗い
闇	[名詞]	バート（言語・民族名）
闇時	[時間詞]	夜
闇言	[名詞]	バート語
闇人	[名詞]	バート人
闇族	[名詞]	バート民族
闇族	[名詞]	バンニン（地名）
闇倒	[動詞]	気絶する、失神する
闇戦	[名詞]	負けそうな戦い、劣勢な戦い
闇戦之集	[名詞]	（セッカイクの役）闇戦之集
闇島	[名詞]	ペデ島、ペドゥ島、ペズ島（アイル共和国を構成する島の一つ）
闇集	[名詞]	ペデ郡、ペドゥ郡、ペズ郡（アイル共和国の郡名）
闇光石	[名詞]	ヘマタイト
全闇	[時間詞]	夜通し
心闇	[離合詞]	疲れている
心闇	[名詞]	疲れ
心闇	我心行闇此端	私は極限まで疲れている。
一上闇	[時間詞]	昨夜
#REDIRECT{"src":"寐","dest":"寝"}		
#REDIRECT{"src":"玄","dest":"黒"}		
肉	[名詞]	肉
島	[名詞]	島
島言	[名詞]	東島通商語
島言	[名詞]	島の言語、島の公用語
島集	[名詞]	東諸島共和国連合
島集言	[名詞]	東島通商語
島軸言	[名詞]	島の公用語
光島	[名詞]	アイキト島（アイル共和国を構成する島の一つ）
闇島	[名詞]	ペデ島、ペドゥ島、ペズ島（アイル共和国を構成する島の一つ）
皇島	[名詞]	アタラン島（アイル共和国を構成する島の一つ）
母島	[名詞]	マナナ島、マンマナ島（アイル共和国を構成する島の一つ）
父島	[名詞]	ヴェフィス本島、新島（ヴェフィス共和国を構成する島の一つ）
小島	[名詞]	小島（ヴェフィス共和国を構成する島の一つ）
輩島	[名詞]	蒼島（ヴェフィス共和国を構成する島の一つ）
広島	[名詞]	シュカメニョーイシュケ島（リナエスト・オルス共和国を構成する島の一つ）
石島	[名詞]	ユーニャズナ島（リナエスト・オルス共和国を構成する島の一つ）
享島	[名詞]	ブイロ島（リナエスト・オルス共和国を構成する島の一つ）
大月島	[名詞]	リナエスト本島、ブリェーシャン島（リナエスト・オルス共和国を構成する島の一つ）
蜜石島	[名詞]	シュケープラローシュ島（リナエスト・オルス共和国を構成する島の一つ）
豊民島	[名詞]	フロン・ビェーイシュ島（リナエスト・オルス共和国を構成する島の一つ）
皇月島	[名詞]	タムシエルミワ島（ヴェフィス共和国を構成する島の一つ）
冬	[名詞]	冬
冬心	[名詞]	ヤトヒア、ヤトゥキヤ（アイル共和国シェプ・オキヤウ郡の大都市）
猫	[名詞]	猫
猫	[略号]	(音楽)基準音の3半音上の音、(移動ドで)レ♯・ミ♭の音
猫膠	[名詞]	ヌバイト（人名）
小猫	[名詞]	ニーンセッカイクのゲームルールのひとつ
言猫猫	[動詞]	猫が鳴く
開	[動詞]	開ける
開	[状態動詞]	開いている
開樽	[名詞]	ニーンセッカイクのゲームルールのひとつ
開銭処	[名詞]	市場(いちば)、屋台
毎	[連体詞]	それぞれの、各々の
毎日	[時間詞]	毎日
毎毎	[連体詞]	ひとりひとりの、ひとつひとつの
勿	[命令副詞]	～しないで、～しないように
勿	勿口川水	川の水を飲まないでください。
勿	此処勿煙	ここで煙草を吸わないでください。
勿心	[間投詞]	気にしないで、心配しないで、どうぞお構いなく、遠慮なさらず
勿論	[間投詞]	議論の余地がない、当然だ
